"Seller Group","Supplier","Date","Reference","Customer code","Customer name","Physical_Address1","Physical_Address2","Physical_Address3","Physical_Address4","Deliver1","Deliver2","Deliver3","Deliver4","Telephone","Product code","Product description","Quantity","Value","Rep"
"Independant Forecourts","Frimax",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","FRIM018","Frimax Snappers Chicken 50x20g",1,50.65,10
"Independant Forecourts","Frimax",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","FRIM019","Frimax Snappers Cheese 50x20g",1,50.65,10
"Independant Forecourts","Snack a Juice",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SJ203","Snack a Juice Mango S/C 100% 24x500ml",1,354.24,10
"Independant Forecourts","Snack a Juice",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SJ208","Snack a Juice Cranb S/C 100% 24x500ml",1,354.24,10
"Independant Forecourts","Dairy Products",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SQ201","SQ D/Thick 12x300ml Chocolate",1,141.74,10
"Independant Forecourts","Dairy Products",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SQ202","SQ D/Thick 12x300ml Strawberry",1,141.74,10
"Independant Forecourts","Dairy Products",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SQ203","SQ D/Thick 12x300ml Bubblegum",1,141.74,10
"Independant Forecourts","Dairy Products",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SQ204","SQ D/Thick 12x300ml Toff/Caramel",1,141.74,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI007","Switch Cranberry/Cherry 24x500ml",2,368.70,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI022","Switch Jelly Babies 24x500ml",1,184.35,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI023","Switch Dry Lemon 24x500ml",4,737.39,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI033","Switch Kiwi/Mango/Straw 24x500ml",1,184.35,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI041","Biogen Redcurrant/Blueberry  24x500ml",2,368.70,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI045","Switch Vita C Goji berry/Starfruit 24x500ml",2,368.70,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI046","Switch Vita C Blueberry/Rasberry 24x500ml",1,184.35,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI056","Switch Pineapple Mango & Cherry 24x500ml",1,184.35,10
"Independant Forecourts","Energy Drinks",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","SWI061","Switch Cola Float 24x500ml",1,184.35,10
"Independant Forecourts","Take 5 Juice",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","TA207","Take 5 Drinking Yogh Mix/Berr 10x300gm",1,136,10
"Independant Forecourts","Take 5 Juice",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","TA208","Take 5 Drinking Yogh G/Dilla 10x300gm",1,136,10
"Independant Forecourts","Take 5 Juice",03/02/2026,"IN-431852","P2526","LEPHALALE CROSSING FILLING STATION (PTY)","LTD  C/O  R33 & R510","LEPHALALE","","","PORTION 17173","FARM SCHAAPPLAATS","LEPHALALE","0555","078 593 5877 LETTIE","TA212","Take 5 Drinking Yogh Straw Crm10x300gm",1,136,10
"Engen","Waterberg NEW",03/02/2026,"IN-431853","P188","KRANSKOP 1 STOP(PTY)LTD SOUTH 30D","P. O. Box 276","Bela Bela","0480","","N1 TO PRETORIA","","BELA BELA (W/BAD)","","014 013 0345","WBNEW1.5L","W/B Spring Water Still 12x1,5L",26,2713.04,9
"Engen","Energy Drinks",03/02/2026,"IN-431854","P197","KRANSKOP 1 STOP (PTY)LTD NORTH 30D","P. O. Box 276","Bela bela","0480","","N1 To Pretroria","","Bela Bela","","014 013 0344","DRA002","Dragon Energy Drinks 24x500ml",16,3000,9
"Engen","Waterberg NEW",03/02/2026,"IN-431854","P197","KRANSKOP 1 STOP (PTY)LTD NORTH 30D","P. O. Box 276","Bela bela","0480","","N1 To Pretroria","","Bela Bela","","014 013 0344","WBNEW1.5L","W/B Spring Water Still 12x1,5L",26,2713.04,9
"Engen","Waterberg NEW",03/02/2026,"IN-431854","P197","KRANSKOP 1 STOP (PTY)LTD NORTH 30D","P. O. Box 276","Bela bela","0480","","N1 To Pretroria","","Bela Bela","","014 013 0344","WBNEW750","W/B Spring Water Still 12x750ml",26,2389.56,9
"ALL Other","Bromor Foods",03/02/2026,"IN-431855","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","BR019","Oros Guava  24X300ML",1,163.24,10
"ALL Other","Foxi Snax",03/02/2026,"IN-431855","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","FN023","Foxi Nax Salt Vinegar 40x75g",1,216.53,10
"ALL Other","Foxi Snax",03/02/2026,"IN-431855","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","FN025","Foxi Nax BBQ 40x75g",2,433.05,10
"ALL Other","Foxi Snax",03/02/2026,"IN-431855","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","FN026","Foxi Nax Spicy Tomato 40x75g",2,433.05,10
"ALL Other","Foxi Snax",03/02/2026,"IN-431855","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","FN030","Foxi Nax Mixed 40x75g",2,433.05,10
"ALL Other","Aquelle",03/02/2026,"IN-431855","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","QU602","aQuelle Naartjie 6x500ml",2,84,10
"ALL Other","Aquelle",03/02/2026,"IN-431855","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","QU605","aQuelle Granadilla 6x500ml",2,84,10
"ALL Other","Frimax",03/02/2026,"IN-431856","P3567","EXCLUSIVE PAINTS (CAD)","PO Box 243","VAALWATER","0530","","Jan Lee 4B","ELLISRAS","0555","","074 194 6725 Joey","FRIM029","Frimax Onion Rings 50x20g",2,106,10
"ALL Other","Frimax",03/02/2026,"IN-431856","P3567","EXCLUSIVE PAINTS (CAD)","PO Box 243","VAALWATER","0530","","Jan Lee 4B","ELLISRAS","0555","","074 194 6725 Joey","FRIM030","Frimax Cheese Rings 50x20g",1,53,10
"Engen","Foxi Snax",03/02/2026,"IN-431857","P266","ENGEN KAREE SERVICE STATION (CAD)","8BGT","P.O.BOX5586","ONVERWACHT","","Walter Sisulu Drive","Onverwacht","Lephalale limpopo","0555","014 763 4373/5011","FN026","Foxi Nax Spicy Tomato 40x75g",2,433.05,10
"Engen","Mageu",03/02/2026,"IN-431857","P266","ENGEN KAREE SERVICE STATION (CAD)","8BGT","P.O.BOX5586","ONVERWACHT","","Walter Sisulu Drive","Onverwacht","Lephalale limpopo","0555","014 763 4373/5011","MA013","Mageu  Mabele 10x1lt",2,296.46,10
"ALL Other","Squeeze Mee",03/02/2026,"IN-431858","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","SQ001","Squeeze-Mee Chocolate 40x130ml",2,597.39,9
"ALL Other","Squeeze Mee",03/02/2026,"IN-431858","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","SQ002","Squeeze-Mee Strawberry 40x130ml",2,597.39,9
"ALL Other","Squeeze Mee",03/02/2026,"IN-431858","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","SQ003","Squeeze-Mee Bubblegum 40x130ml",2,597.39,9
"ALL Other","Squeeze Mee",03/02/2026,"IN-431858","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","SQ004","Squeeze-Mee Vanilla 40x130ml",2,597.39,9
"ALL Other","Squeeze Mee",03/02/2026,"IN-431858","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","SQ011","Squeeze-Mee Tof/Car 40x130ml",2,597.39,9
"Total","Energy Drinks",03/02/2026,"IN-431859","P287","TOTAL L/B VYFSTERGARAGE(3%)(Rep 2 collec","P. O. Box 1209","Bela Bela","0480","","1 MARX STREET","","BELA BELA","0480","014-736-2326","SWI001","Switch Original 24x500ml",2,368.70,9
"Total","Energy Drinks",03/02/2026,"IN-431859","P287","TOTAL L/B VYFSTERGARAGE(3%)(Rep 2 collec","P. O. Box 1209","Bela Bela","0480","","1 MARX STREET","","BELA BELA","0480","014-736-2326","SWI008","Switch Bok Green Citrus Pine 24x500ml",2,368.70,9
"Total","Energy Drinks",03/02/2026,"IN-431859","P287","TOTAL L/B VYFSTERGARAGE(3%)(Rep 2 collec","P. O. Box 1209","Bela Bela","0480","","1 MARX STREET","","BELA BELA","0480","014-736-2326","SWI022","Switch Jelly Babies 24x500ml",1,184.35,9
"Total","Energy Drinks",03/02/2026,"IN-431859","P287","TOTAL L/B VYFSTERGARAGE(3%)(Rep 2 collec","P. O. Box 1209","Bela Bela","0480","","1 MARX STREET","","BELA BELA","0480","014-736-2326","SWI023","Switch Dry Lemon 24x500ml",2,368.70,9
"Total","Energy Drinks",03/02/2026,"IN-431859","P287","TOTAL L/B VYFSTERGARAGE(3%)(Rep 2 collec","P. O. Box 1209","Bela Bela","0480","","1 MARX STREET","","BELA BELA","0480","014-736-2326","V24BB500","Vita24 Blue Berry 500ml 1x6 pack",2,216.21,9
"Total","Energy Drinks",03/02/2026,"IN-431859","P287","TOTAL L/B VYFSTERGARAGE(3%)(Rep 2 collec","P. O. Box 1209","Bela Bela","0480","","1 MARX STREET","","BELA BELA","0480","014-736-2326","V24LI500","Vita24 Litchi 500ml 1x6 pack",4,432.42,9
"Total","Energy Drinks",03/02/2026,"IN-431859","P287","TOTAL L/B VYFSTERGARAGE(3%)(Rep 2 collec","P. O. Box 1209","Bela Bela","0480","","1 MARX STREET","","BELA BELA","0480","014-736-2326","V24RB500","Vita24 Red Berry 500ml 1x6 pack",2,216.21,9
"Engen","Energy Drinks",03/02/2026,"IN-431860","P1216","ENGEN SONSKYN MOTORS(3%) (Rep 2 collect)","P.O. Box 1270","","Bela Bela","0480","19 Potgieter Street","","Bela Bela","","014 736 2151","BAB001","Babalas Rescue 24x200ml",1,448.77,9
"Engen","Energy Drinks",03/02/2026,"IN-431860","P1216","ENGEN SONSKYN MOTORS(3%) (Rep 2 collect)","P.O. Box 1270","","Bela Bela","0480","19 Potgieter Street","","Bela Bela","","014 736 2151","MC291","McNab's Hangover Recovery Tonic 12x200ml",1,216,9
"Engen","Energy Drinks",03/02/2026,"IN-431860","P1216","ENGEN SONSKYN MOTORS(3%) (Rep 2 collect)","P.O. Box 1270","","Bela Bela","0480","19 Potgieter Street","","Bela Bela","","014 736 2151","V24LI500","Vita24 Litchi 500ml 1x6 pack",4,432.42,9
"Engen","Waterberg NEW",03/02/2026,"IN-431860","P1216","ENGEN SONSKYN MOTORS(3%) (Rep 2 collect)","P.O. Box 1270","","Bela Bela","0480","19 Potgieter Street","","Bela Bela","","014 736 2151","WBNEW1.5L","W/B Spring Water Still 12x1,5L",1,109.65,9
"Engen","Waterberg NEW",03/02/2026,"IN-431860","P1216","ENGEN SONSKYN MOTORS(3%) (Rep 2 collect)","P.O. Box 1270","","Bela Bela","0480","19 Potgieter Street","","Bela Bela","","014 736 2151","WBNEW500","W/B Spring Water Still 24x500ml",1,127.79,9
"ALL Other","Packing Material",03/02/2026,"IN-431861","S15","BOUDE & BLAAIE MIDDELBURG","Postnet  29","Privaatsak x1866","Middelburg","1050","Joelstraat 9","Middelburg","","","013 246 1805","PM-LABBLZ10LT","Labels  W/B 10 lt per roll 1000",3,1285.11,31
"ALL Other","Packing Material",03/02/2026,"IN-431861","S15","BOUDE & BLAAIE MIDDELBURG","Postnet  29","Privaatsak x1866","Middelburg","1050","Joelstraat 9","Middelburg","","","013 246 1805","PM-SQTOFCAROUTE","Squeeze Mee Tof/Car Bailer 1000's",2,868,31
"ALL Other","Novelties",03/02/2026,"IN-431861","S15","BOUDE & BLAAIE MIDDELBURG","Postnet  29","Privaatsak x1866","Middelburg","1050","Joelstraat 9","Middelburg","","","013 246 1805","TROPPOP41","Troppi Pops Litchi 4x(10x200ml)",100,8260.87,31
"Engen","SG - Mars",03/02/2026,"IN-431862","P188","KRANSKOP 1 STOP(PTY)LTD SOUTH 30D","P. O. Box 276","Bela Bela","0480","","N1 TO PRETORIA","","BELA BELA (W/BAD)","","014 013 0345","MAR301","Bounty Bars 24x57g",1,350.16,9
"ALL Other","Sweets",03/02/2026,"IN-431863","P2468","MARKEN PRIMARY SCHOOL (3 D - I)","P.O. Box 2","","Marken","0605","CLASSROOM - JEANE","1 Main Street, Marken","Lephalale","0605","014 765 0121","B3198","Jungle Energy Bar Peanut Butter 30's",1,292.32,10
"ALL Other","Diplomat",03/02/2026,"IN-431864","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","C748348","Clorets Eliminator 2x12",1,295.20,10
"ALL Other","SG - Wrigley's",03/02/2026,"IN-431864","P3716","SELDOM REST PTY LTD t/a Q SHOP LEPHALALE","P O BOX 124","LEPHALALE","","","VENTER STR 1","LEPHALALE","","","083 236 2717","ORB177","Wrigley OTC Orbit Prof Strong Mint 30",1,256.20,10
"ALL Other","Energy Drinks",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","DRA002","Dragon Energy Drinks 24x500ml",2,400,1
"ALL Other","Foxi Snax",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","FN001","Foxi Nax Cheese 50x22g",1,73.04,1
"ALL Other","Foxi Snax",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","FN007","Foxi Nax Spicy Tomato 50x22g",1,73.04,1
"ALL Other","Foxi Snax",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","FNP004","Foxi Puffs Spicy Tomato 20x50g",1,93.48,1
"ALL Other","Foxi Snax",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","FNP005","Foxi Puffs Sweet Chilli 20x50g",1,93.48,1
"ALL Other","Aquelle",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","QU601","aQuelle Litchi 6x500ml",1,42,1
"ALL Other","Aquelle",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","QU602","aQuelle Naartjie 6x500ml",1,42,1
"ALL Other","Aquelle",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","QU603","aQuelle Strawberry 6x500ml",1,42,1
"ALL Other","Aquelle",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","QU604","aQuelle Lemon 6x500ml",1,42,1
"ALL Other","Snack a Juice",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","SJ203","Snack a Juice Mango S/C 100% 24x500ml",1,354.24,1
"ALL Other","Snack a Juice",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","SJ206","Snack a Juice Litchi S/C 42% 24x500ml",1,354.24,1
"ALL Other","Snack a Juice",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","SJ208","Snack a Juice Cranb S/C 100% 24x500ml",1,354.24,1
"ALL Other","Energy Drinks",03/02/2026,"IN-431865","P3038","WELGELEGEN SLAGHUIS/ THE STEAKSHOP","Posbus 11555","Bendor","Polokwane","0699","Genl Viljoen Straat 95","Welgelegen","Polokwane","0699","015 297 0874","SWI001","Switch Original 24x500ml",2,368.70,1
"BP","Novelties",03/02/2026,"IN-431866","P2384","CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO","P.O. Box 298","","Polokwane","0700","42 Thabo Mbeki Street","","Polokwane","0699","015 295 9466","TROPPOP43","Troppi Pops Guava 4x(10x200ml)",1,104.35,1
"Sasol","Energy Drinks",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","BAB001","Babalas Rescue 24x200ml",1,448.77,1
"Sasol","Bromor Foods",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","BR002","Energade Naartjie 24X500ML",1,216.63,1
"Sasol","Bromor Foods",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","BR006","Energade Blue Berry 24X500ML",1,216.63,1
"Sasol","Oshee",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","BUN001","Bundaberg Ginger Beer 24x375ml",1,460,1
"Sasol","Mageu",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","MA004","Mageu  Mabele  10x500ml",1,114.76,1
"Sasol","Aquelle",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","QU201","aQuelle Still 6x500ml",5,163,1
"Sasol","Aquelle",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","QU202","aQuelle Sparkling 6x500ml",5,163,1
"Sasol","Aquelle",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","QU402","aQuelle Sparkling 6x1.5lt",1,54.60,1
"Sasol","Dairy Products",03/02/2026,"IN-431867","P641","SG BENDOR (PTY)LTD (30 DAY CURRENT)","112  OUTSPAN DRIVE","BENDOR","POLOKWANE","","112 OUTSPAN DRIVE","BENDOR","POLOKWANE","","083 298 7737","SQ204","SQ D/Thick 12x300ml Toff/Caramel",1,141.74,1
"BP","Novelties",03/02/2026,"IN-431868","P2384","CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO","P.O. Box 298","","Polokwane","0700","42 Thabo Mbeki Street","","Polokwane","0699","015 295 9466","CP48","Crazy Pops Small  Box 48",2,80,1
"BP","Waterberg",03/02/2026,"IN-431868","P2384","CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO","P.O. Box 298","","Polokwane","0700","42 Thabo Mbeki Street","","Polokwane","0699","015 295 9466","GO-WB5","W/Berg Still 1x5lt each",10,152.17,1
"BP","Waterberg NEW",03/02/2026,"IN-431868","P2384","CAPRICORN MOTORS  (BP EXPRESS EFT/REP TO","P.O. Box 298","","Polokwane","0700","42 Thabo Mbeki Street","","Polokwane","0699","015 295 9466","WBNEW1.5L","W/B Spring Water Still 12x1,5L",5,565.22,1
"ALL Other","Snack a Juice",03/02/2026,"IN-431869","P3635","EPILITE 130CC T/A KING PIE CHECKERS 21D","POSBUS 50","FAUNAPARK","","","KING PIE CHECKERS","PALM CENTRE","","","015 2960085","SJ202","Snack a Juice C/Tail S/C 100% 24x500ml",1,318.82,3
"ALL Other","Snack a Juice",03/02/2026,"IN-431869","P3635","EPILITE 130CC T/A KING PIE CHECKERS 21D","POSBUS 50","FAUNAPARK","","","KING PIE CHECKERS","PALM CENTRE","","","015 2960085","SJ203","Snack a Juice Mango S/C 100% 24x500ml",1,318.82,3
"ALL Other","Snack a Juice",03/02/2026,"IN-431869","P3635","EPILITE 130CC T/A KING PIE CHECKERS 21D","POSBUS 50","FAUNAPARK","","","KING PIE CHECKERS","PALM CENTRE","","","015 2960085","SJ205","Snack a Juice Guava S/C 20% 24x500ml",1,318.82,3
"ALL Other","Snack a Juice",03/02/2026,"IN-431869","P3635","EPILITE 130CC T/A KING PIE CHECKERS 21D","POSBUS 50","FAUNAPARK","","","KING PIE CHECKERS","PALM CENTRE","","","015 2960085","SJ206","Snack a Juice Litchi S/C 42% 24x500ml",1,318.82,3
"ALL Other","Snack a Juice",03/02/2026,"IN-431869","P3635","EPILITE 130CC T/A KING PIE CHECKERS 21D","POSBUS 50","FAUNAPARK","","","KING PIE CHECKERS","PALM CENTRE","","","015 2960085","SJ208","Snack a Juice Cranb S/C 100% 24x500ml",1,318.82,3
"ALL Other","Squeeze Mee",03/02/2026,"IN-431870","P3505","FOUR RIVERS TRADING PTY LTD(128) (3D EFT","PLOT 43 BLUSKOP R101","","BELA BELA","","POLT 43 BLUSKP","","BELA BELA","","014 112 0077","SQ001","Squeeze-Mee Chocolate 40x130ml",1,298.70,9
"ALL Other","Squeeze Mee",03/02/2026,"IN-431870","P3505","FOUR RIVERS TRADING PTY LTD(128) (3D EFT","PLOT 43 BLUSKOP R101","","BELA BELA","","POLT 43 BLUSKP","","BELA BELA","","014 112 0077","SQ002","Squeeze-Mee Strawberry 40x130ml",1,298.70,9
